district_name,item_name,report_month,required_units,units_distributed,funding_source,programme,beneficiary_count,priority_level,district_code,unit_type,collection_method,last_updated,balance,remarks
Rawalpindi,Shelter,2024-06-01,3789.0,3363.0,UNHCR,Shelter Support,2283,Low,PK-RAW,units,Survey,2024-06-12,426.0,Partner discrepancy noted
Karachi,Food,2026-05-01,3787.0,3397.0,Local Fund,Nutrition Program,1097,Medium,PK-KAR,kg,Partner Report,2026-05-03,390.0,Reported by district office
Karachi,Medicine,2024-12-01,2937.0,2356.0,Red Crescent,Health Support,1813,High,PK-KAR,kits,Manual Entry,2024-12-22,581.0,Field verified
Gujranwala,Shelter,2025-05-01,1658.0,1539.0,UNICEF,Shelter Support,2956,Low,PK-GUJ,units,Partner Report,2025-05-10,119.0,Reported by district office
Sargodha,Shelter,2025-08-01,766.0,731.0,UNICEF,Shelter Support,907,Low,PK-SAR,units,Partner Report,2025-08-19,35.0,Partner discrepancy noted
Sialkot,Water,2026-12-01,3575.0,3362.0,USAID,WASH Program,580,Medium,PK-SIA,liters,Partner Report,2026-12-20,213.0,
Hyderabad,Clothing,2026-06-01,4156.0,4156.0,Local Fund,Winter Aid,2965,Low,PK-HYD,pieces,Manual Entry,2026-06-11,-31.0,Field verified
Faisalabad,Water,2025-06-01,1899.0,1492.0,UNICEF,WASH Program,1546,High,PK-FAI,liters,Partner Report,2025-06-19,407.0,Reported by district office
Lahore,Hygiene,2024-08-01,559.0,426.0,USAID,WASH Program,360,High,PK-LAH,kits,Mobile App,2024-08-10,133.0,Reported by district office
Peshawar,Hygiene,2024-03-01,3668.0,3443.0,Red Crescent,WASH Program,1089,Low,PK-PES,kits,Mobile App,2024-03-02,225.0,Pending review
Multan,Food,2025-05-01,,1268.0,UNHCR,Nutrition Program,2739,Medium,PK-MUL,kg,Mobile App,2025-05-06,,
Sialkot,Food,2026-08-01,1492.0,800.0,Red Crescent,Nutrition Program,245,High,PK-SIA,kg,Survey,2026-08-08,692.0,Field verified
Rawalpindi,Clothing,2026-02-01,1068.0,833.0,Local Fund,Winter Aid,642,High,PK-RAW,pieces,Survey,2026-02-01,235.0,Pending review
Karachi,Water,2025-08-01,1014.0,964.0,Local Fund,WASH Program,1945,Low,PK-KAR,liters,Mobile App,2025-08-06,50.0,Field verified
Peshawar,Food,2026-06-01,1954.0,1954.0,WFP,Nutrition Program,1189,High,PK-PES,kg,Manual Entry,2026-06-19,0.0,
Hyderabad,Clothing,2025-10-01,1335.0,1240.0,USAID,Winter Aid,214,Medium,PK-HYD,pieces,Survey,2025-10-25,95.0,Pending review
Rawalpindi,Hygiene,2024-04-01,3485.0,3485.0,UNICEF,WASH Program,1241,Medium,PK-RAW,kits,Survey,2024-04-15,0.0,Pending review
Peshawar,Shelter,2024-03-01,2246.0,1728.0,Local Fund,Shelter Support,1035,Medium,PK-PES,units,Survey,2024-03-07,518.0,Reported by district office
Gujranwala,Shelter,2025-11-01,614.0,440.0,WFP,Shelter Support,861,High,PK-GUJ,units,Survey,2025-11-17,174.0,Partner discrepancy noted
Gujranwala,Clothing,2025-09-01,3486.0,2527.0,USAID,Winter Aid,2753,Low,PK-GUJ,pieces,Survey,2025-09-03,959.0,Field verified
Rawalpindi,Water,2026-01-01,4950.0,3826.0,UNHCR,WASH Program,1193,Medium,PK-RAW,liters,Survey,2026-01-07,1124.0,Field verified
Lahore,Hygiene,2026-03-01,,366.0,Private Donor,WASH Program,2587,Medium,PK-LAH,kits,Partner Report,2026-03-02,,Field verified
Gujranwala,Hygiene,2025-06-01,4502.0,3663.0,USAID,WASH Program,2629,Medium,PK-GUJ,kits,Partner Report,2025-06-11,839.0,Reported by district office
Quetta,Medicine,2024-07-01,870.0,,WFP,Health Support,1523,Low,PK-QUE,kits,Mobile App,2024-07-11,,Pending review
Karachi,Medicine,2024-02-01,5438.0,4186.0,WFP,Health Support,1061,High,PK-KAR,kits,Partner Report,2024-02-07,1252.0,Field verified
Bahawalpur,Food,2026-06-01,5284.0,4833.0,Red Crescent,Nutrition Program,2573,High,PK-BAH,kg,Partner Report,2026-06-06,451.0,Partner discrepancy noted
Gujranwala,Medicine,2026-02-01,1976.0,1747.0,Local Fund,Health Support,2918,High,PK-GUJ,kits,Partner Report,2026-02-07,229.0,Pending review
Rawalpindi,Medicine,2025-12-01,1381.0,980.0,UNICEF,Health Support,1787,High,PK-RAW,kits,Mobile App,2025-12-20,401.0,Partner discrepancy noted
Rawalpindi,Medicine,2025-04-01,,708.0,WFP,Health Support,2267,High,PK-RAW,kits,Survey,2025-04-04,,Field verified
Hyderabad,Hygiene,2026-03-01,3539.0,1379.0,Red Crescent,WASH Program,2526,High,PK-HYD,kits,Survey,2026-03-16,2160.0,
Sialkot,Clothing,2025-11-01,2951.0,2763.0,USAID,Winter Aid,2511,High,PK-SIA,pieces,Survey,2025-11-18,188.0,Reported by district office
Sargodha,Clothing,2025-12-01,1657.0,1540.0,UNHCR,Winter Aid,578,Medium,PK-SAR,pieces,Manual Entry,2025-12-18,117.0,Pending review
Sargodha,Medicine,2026-06-01,751.0,680.0,USAID,Health Support,2052,Medium,PK-SAR,kits,Survey,2026-06-09,71.0,
Gujranwala,Shelter,2025-09-01,1557.0,1268.0,UNICEF,Shelter Support,1842,High,PK-GUJ,units,Partner Report,2025-09-09,289.0,Partner discrepancy noted
Hyderabad,Shelter,2026-10-01,349.0,153.0,Local Fund,Shelter Support,793,Medium,PK-HYD,units,Manual Entry,2026-10-05,196.0,
Gujranwala,Hygiene,2024-07-01,282.0,315.0,Red Crescent,WASH Program,1536,Low,PK-GUJ,kits,Partner Report,2024-07-11,-33.0,Field verified
Lahore,Medicine,2025-07-01,4856.0,5413.0,Red Crescent,Health Support,2780,High,PK-LAH,kits,Mobile App,2025-07-14,-557.0,Field verified
Rawalpindi,Medicine,2025-09-01,4843.0,4459.0,WFP,Health Support,1559,Medium,PK-RAW,kits,Mobile App,2025-09-05,384.0,Partner discrepancy noted
Rawalpindi,Water,2024-02-01,1611.0,1153.0,Private Donor,WASH Program,389,High,PK-RAW,liters,Survey,2024-02-11,458.0,Reported by district office
Faisalabad,Medicine,2024-11-01,810.0,753.0,UNICEF,Health Support,1234,Medium,PK-FAI,kits,Mobile App,2024-11-16,57.0,Field verified
Karachi,Medicine,2026-05-01,3254.0,3084.0,Private Donor,Health Support,2511,High,PK-KAR,kits,Survey,2026-05-08,170.0,Partner discrepancy noted
Gujranwala,Clothing,2025-06-01,2612.0,2093.0,UNHCR,Winter Aid,1529,High,PK-GUJ,pieces,Mobile App,2025-06-23,519.0,Reported by district office
Sargodha,Water,2024-06-01,3567.0,1871.0,UNHCR,WASH Program,1620,Medium,PK-SAR,liters,Mobile App,2024-06-25,1696.0,Pending review
Quetta,Clothing,2026-07-01,2742.0,,Red Crescent,Winter Aid,717,High,PK-QUE,pieces,Survey,2026-07-23,,Partner discrepancy noted
Bahawalpur,Shelter,2025-01-01,5043.0,4691.0,Red Crescent,Shelter Support,1330,Medium,PK-BAH,units,Mobile App,2025-01-03,352.0,Pending review
Quetta,Shelter,2024-05-01,436.0,458.0,WFP,Shelter Support,1881,Low,PK-QUE,units,Mobile App,2024-05-13,-22.0,Partner discrepancy noted
Hyderabad,Medicine,2024-08-01,4145.0,4527.0,Local Fund,Health Support,2350,High,PK-HYD,kits,Partner Report,2024-08-01,-382.0,Field verified
Peshawar,Shelter,2024-08-01,5126.0,5126.0,UNHCR,Shelter Support,2961,Medium,PK-PES,units,Mobile App,2024-08-17,0.0,Partner discrepancy noted
Sargodha,Clothing,2025-08-01,4591.0,3227.0,Local Fund,Winter Aid,93,Low,PK-SAR,pieces,Survey,2025-08-11,1364.0,Pending review
Peshawar,Food,2024-08-01,3153.0,,UNHCR,Nutrition Program,1326,Medium,PK-PES,kg,Partner Report,2024-08-23,,Field verified
Karachi,Shelter,2026-07-01,5128.0,4006.0,USAID,Shelter Support,200,Medium,PK-KAR,units,Partner Report,2026-07-04,1122.0,
Rawalpindi,Medicine,2026-06-01,1758.0,1863.0,UNHCR,Health Support,1392,Low,PK-RAW,kits,Manual Entry,2026-06-07,-105.0,Pending review
Quetta,Clothing,2025-09-01,431.0,304.0,USAID,Winter Aid,1007,Low,PK-QUE,pieces,Manual Entry,2025-09-24,127.0,Pending review
Peshawar,Hygiene,2024-07-01,5258.0,3909.0,UNICEF,WASH Program,592,High,PK-PES,kits,Mobile App,2024-07-07,1349.0,
Quetta,Medicine,2024-02-01,2137.0,1593.0,Local Fund,Health Support,2568,Medium,PK-QUE,kits,Survey,2024-02-08,544.0,Reported by district office
Hyderabad,Clothing,2026-11-01,1898.0,1676.0,Private Donor,Winter Aid,1997,Medium,PK-HYD,pieces,Survey,2026-11-02,222.0,Reported by district office
Lahore,Water,2024-03-01,3601.0,3593.0,USAID,WASH Program,1904,High,PK-LAH,liters,Manual Entry,2024-03-17,8.0,Partner discrepancy noted
Rawalpindi,Shelter,2025-05-01,2826.0,2674.0,WFP,Shelter Support,647,High,PK-RAW,units,Mobile App,2025-05-09,152.0,Reported by district office
Rawalpindi,Shelter,2025-08-01,3532.0,3470.0,Private Donor,Shelter Support,2606,Low,PK-RAW,units,Survey,2025-08-09,62.0,Field verified
Multan,Medicine,2025-01-01,641.0,211.0,UNHCR,Health Support,2031,Medium,PK-MUL,kits,Manual Entry,2025-01-21,430.0,Field verified
Faisalabad,Food,2026-09-01,,2703.0,USAID,Nutrition Program,2938,High,PK-FAI,kg,Survey,2026-09-21,,
Bahawalpur,Water,2025-12-01,4571.0,4759.0,UNICEF,WASH Program,204,Medium,PK-BAH,liters,Mobile App,2025-12-21,-188.0,Field verified
Quetta,Medicine,2025-02-01,,2787.0,Private Donor,Health Support,2795,Medium,PK-QUE,kits,Survey,2025-02-07,,Partner discrepancy noted
Peshawar,Clothing,2026-09-01,4661.0,4532.0,UNICEF,Winter Aid,2934,Medium,PK-PES,pieces,Mobile App,2026-09-12,129.0,Field verified
Rawalpindi,Shelter,2026-08-01,333.0,264.0,Local Fund,Shelter Support,2900,High,PK-RAW,units,Partner Report,2026-08-03,69.0,
Gujranwala,Food,2025-09-01,4124.0,3190.0,USAID,Nutrition Program,1618,Medium,PK-GUJ,kg,Mobile App,2025-09-09,934.0,
Multan,Food,2025-08-01,1442.0,1442.0,WFP,Nutrition Program,1038,High,PK-MUL,kg,Manual Entry,2025-08-01,0.0,Reported by district office
Quetta,Shelter,2025-11-01,3014.0,,Red Crescent,Shelter Support,236,High,PK-QUE,units,Manual Entry,2025-11-14,,Partner discrepancy noted
Multan,Food,2024-09-01,2637.0,2637.0,Red Crescent,Nutrition Program,2160,Medium,PK-MUL,kg,Manual Entry,2024-09-04,-5.0,Field verified
Gujranwala,Clothing,2026-06-01,2002.0,2002.0,USAID,Winter Aid,210,Low,PK-GUJ,pieces,Manual Entry,2026-06-23,0.0,Reported by district office
Karachi,Food,2026-09-01,,1133.0,UNICEF,Nutrition Program,1693,Low,PK-KAR,kg,Mobile App,2026-09-13,,Partner discrepancy noted
Multan,Medicine,2025-03-01,573.0,651.0,Private Donor,Health Support,709,Medium,PK-MUL,kits,Survey,2025-03-04,-78.0,Reported by district office
Peshawar,Clothing,2026-07-01,893.0,813.0,USAID,Winter Aid,727,High,PK-PES,pieces,Partner Report,2026-07-19,80.0,
Karachi,Shelter,2024-07-01,1915.0,1526.0,UNHCR,Shelter Support,2224,Low,PK-KAR,units,Partner Report,2024-07-20,389.0,
Rawalpindi,Hygiene,2026-05-01,2609.0,2836.0,WFP,WASH Program,1661,Low,PK-RAW,kits,Manual Entry,2026-05-13,-227.0,Pending review
Peshawar,Hygiene,2026-08-01,691.0,691.0,UNICEF,WASH Program,1846,High,PK-PES,kits,Partner Report,2026-08-06,0.0,Partner discrepancy noted
Rawalpindi,Hygiene,2025-08-01,3700.0,2831.0,USAID,WASH Program,741,Medium,PK-RAW,kits,Partner Report,2025-08-21,834.0,Field verified
Sialkot,Water,2024-05-01,757.0,755.0,UNICEF,WASH Program,1036,High,PK-SIA,liters,Partner Report,2024-05-11,2.0,Field verified
Lahore,Water,2025-09-01,1617.0,,Private Donor,WASH Program,1894,Low,PK-LAH,liters,Survey,2025-09-25,,
Gujranwala,Clothing,2025-02-01,4182.0,3198.0,Red Crescent,Winter Aid,877,Low,PK-GUJ,pieces,Manual Entry,2025-02-18,984.0,Pending review
Sialkot,Medicine,2026-04-01,1552.0,1237.0,UNHCR,Health Support,2509,Low,PK-SIA,kits,Survey,2026-04-08,315.0,Reported by district office
Peshawar,Shelter,2025-07-01,4586.0,3454.0,Local Fund,Shelter Support,319,High,PK-PES,units,Mobile App,2025-07-10,1132.0,
Quetta,Shelter,2026-06-01,,1988.0,Private Donor,Shelter Support,1421,High,PK-QUE,units,Survey,2026-06-18,,Field verified
Quetta,Shelter,2026-04-01,4162.0,1616.0,Private Donor,Shelter Support,814,Low,PK-QUE,units,Survey,2026-04-14,2487.0,Pending review
Karachi,Water,2026-02-01,2369.0,1758.0,UNICEF,WASH Program,2698,High,PK-KAR,liters,Survey,2026-02-05,611.0,Reported by district office
Rawalpindi,Shelter,2026-04-01,2826.0,2489.0,UNHCR,Shelter Support,2822,High,PK-RAW,units,Mobile App,2026-04-13,337.0,Pending review
Peshawar,Shelter,2025-08-01,3205.0,2824.0,Red Crescent,Shelter Support,2650,High,PK-PES,units,Manual Entry,2025-08-23,381.0,Partner discrepancy noted
Hyderabad,Clothing,2025-03-01,4902.0,2263.0,USAID,Winter Aid,2324,Low,PK-HYD,pieces,Mobile App,2025-03-24,2639.0,Reported by district office
Peshawar,Hygiene,2026-07-01,1596.0,1768.0,UNICEF,WASH Program,2957,High,PK-PES,kits,Survey,2026-07-01,-172.0,Partner discrepancy noted
Peshawar,Medicine,2024-11-01,550.0,452.0,Private Donor,Health Support,1397,Low,PK-PES,kits,Mobile App,2024-11-08,98.0,Field verified
Lahore,Water,2024-12-01,3162.0,2851.0,UNICEF,WASH Program,1383,High,PK-LAH,liters,Survey,2024-12-19,311.0,Field verified
Rawalpindi,Clothing,2025-06-01,3257.0,2927.0,Local Fund,Winter Aid,1364,Low,PK-RAW,pieces,Mobile App,2025-06-18,330.0,Pending review
Multan,Medicine,2024-08-01,400.0,,Red Crescent,Health Support,1331,Low,PK-MUL,kits,Partner Report,2024-08-12,,Reported by district office
Quetta,Medicine,2024-02-01,2137.0,1593.0,Local Fund,Health Support,2568,Medium,PK-QUE,kits,Survey,2024-02-08,544.0,Reported by district office
Gujranwala,Shelter,2026-07-01,4902.0,4533.0,USAID,Shelter Support,1522,High,PK-GUJ,units,Partner Report,2026-07-12,369.0,Pending review
Sargodha,Food,2026-04-01,5008.0,4815.0,Local Fund,Nutrition Program,1309,Low,PK-SAR,kg,Manual Entry,2026-04-12,193.0,Pending review
Peshawar,Hygiene,2025-05-01,,255.0,USAID,WASH Program,2901,Medium,PK-PES,kits,Manual Entry,2025-05-22,,Partner discrepancy noted
Sialkot,Food,2024-09-01,5250.0,5069.0,Private Donor,Nutrition Program,156,Medium,PK-SIA,kg,Manual Entry,2024-09-21,181.0,
Rawalpindi,Hygiene,2024-08-01,1109.0,,WFP,WASH Program,2363,Medium,PK-RAW,kits,Survey,2024-08-05,,Reported by district office
Hyderabad,Water,2025-03-01,3165.0,3625.0,UNICEF,WASH Program,978,High,PK-HYD,liters,Survey,2025-03-15,-460.0,Field verified
Quetta,Medicine,2025-07-01,3817.0,3520.0,Local Fund,Health Support,852,High,PK-QUE,kits,Survey,2025-07-11,297.0,Pending review
Lahore,Food,2024-10-01,558.0,581.0,Private Donor,Nutrition Program,1943,High,PK-LAH,kg,Survey,2024-10-21,-23.0,Pending review
Gujranwala,Water,2024-05-01,3944.0,2857.0,WFP,WASH Program,862,Medium,PK-GUJ,liters,Partner Report,2024-05-09,1087.0,Pending review
Karachi,Shelter,2024-01-01,2663.0,1870.0,Private Donor,Shelter Support,651,High,PK-KAR,units,Survey,2024-01-15,793.0,
Sargodha,Food,2026-05-01,,2274.0,UNHCR,Nutrition Program,842,Medium,PK-SAR,kg,Survey,2026-05-06,,Reported by district office
Gujranwala,Shelter,2024-02-01,,1583.0,Red Crescent,Shelter Support,1401,Low,PK-GUJ,units,Survey,2024-02-02,,Field verified
Gujranwala,Food,2025-09-01,4124.0,3190.0,USAID,Nutrition Program,1618,Medium,PK-GUJ,kg,Mobile App,2025-09-09,934.0,
Gujranwala,Food,2025-08-01,5160.0,4032.0,USAID,Nutrition Program,2326,Medium,PK-GUJ,kg,Mobile App,2025-08-21,1128.0,
Quetta,Hygiene,2025-05-01,1746.0,1369.0,Private Donor,WASH Program,1804,Low,PK-QUE,kits,Partner Report,2025-05-15,377.0,Reported by district office
Lahore,Food,2026-12-01,349.0,,Red Crescent,Nutrition Program,1424,Medium,PK-LAH,kg,Mobile App,2026-12-13,,Field verified
Faisalabad,Shelter,2026-01-01,,2829.0,WFP,Shelter Support,304,Low,PK-FAI,units,Mobile App,2026-01-21,,Reported by district office
Hyderabad,Food,2025-09-01,2831.0,2316.0,Local Fund,Nutrition Program,1730,Low,PK-HYD,kg,Mobile App,2025-09-04,515.0,Pending review
Sialkot,Water,2026-11-01,521.0,405.0,Red Crescent,WASH Program,2278,High,PK-SIA,liters,Partner Report,2026-11-03,116.0,Reported by district office
Sialkot,Food,2024-05-01,3709.0,,UNHCR,Nutrition Program,1394,High,PK-SIA,kg,Partner Report,2024-05-10,,Field verified
Peshawar,Clothing,2025-08-01,2967.0,,Private Donor,Winter Aid,324,Medium,PK-PES,pieces,Partner Report,2025-08-05,,Reported by district office
Karachi,Shelter,2024-12-01,179.0,136.0,Red Crescent,Shelter Support,321,Low,PK-KAR,units,Mobile App,2024-12-04,35.0,Pending review
Karachi,Clothing,2026-04-01,812.0,777.0,Local Fund,Winter Aid,1229,High,PK-KAR,pieces,Manual Entry,2026-04-25,35.0,Pending review
Gujranwala,Clothing,2024-07-01,4082.0,,Private Donor,Winter Aid,776,Medium,PK-GUJ,pieces,Partner Report,2024-07-01,,
Hyderabad,Water,2024-11-01,5321.0,2433.0,Private Donor,WASH Program,2502,Low,PK-HYD,liters,Survey,2024-11-17,2888.0,Partner discrepancy noted
Bahawalpur,Medicine,2025-06-01,2002.0,1981.0,Local Fund,Health Support,294,Medium,PK-BAH,kits,Partner Report,2025-06-17,21.0,
Bahawalpur,Clothing,2026-11-01,1240.0,1078.0,UNHCR,Winter Aid,2582,Medium,PK-BAH,pieces,Partner Report,2026-11-18,175.0,Partner discrepancy noted
Peshawar,Hygiene,2025-02-01,2456.0,1192.0,Private Donor,WASH Program,341,High,PK-PES,kits,Mobile App,2025-02-03,1264.0,Field verified
Bahawalpur,Hygiene,2025-12-01,1497.0,1497.0,Private Donor,WASH Program,2721,Medium,PK-BAH,kits,Partner Report,2025-12-18,0.0,Partner discrepancy noted
Bahawalpur,Shelter,2024-04-01,3707.0,3707.0,USAID,Shelter Support,2644,High,PK-BAH,units,Mobile App,2024-04-02,0.0,Field verified
Quetta,Water,2024-08-01,3709.0,3083.0,WFP,WASH Program,1183,High,PK-QUE,liters,Partner Report,2024-08-17,626.0,Pending review
Lahore,Water,2024-06-01,4623.0,4151.0,USAID,WASH Program,527,Low,PK-LAH,liters,Survey,2024-06-06,508.0,Reported by district office
Lahore,Water,2024-02-01,1550.0,1325.0,Red Crescent,WASH Program,489,Low,PK-LAH,liters,Manual Entry,2024-02-06,225.0,Partner discrepancy noted
Sialkot,Medicine,2026-05-01,1890.0,,Private Donor,Health Support,1146,Medium,PK-SIA,kits,Partner Report,2026-05-25,,Reported by district office
Faisalabad,Medicine,2026-04-01,4068.0,3538.0,UNICEF,Health Support,817,Medium,PK-FAI,kits,Survey,2026-04-22,530.0,Field verified
Rawalpindi,Hygiene,2026-04-01,1977.0,1534.0,USAID,WASH Program,1629,Low,PK-RAW,kits,Partner Report,2026-04-21,443.0,
Sialkot,Clothing,2026-06-01,236.0,205.0,Local Fund,Winter Aid,2278,Low,PK-SIA,pieces,Survey,2026-06-25,31.0,Pending review
Hyderabad,Food,2025-06-01,1396.0,1093.0,Local Fund,Nutrition Program,1089,Low,PK-HYD,kg,Mobile App,2025-06-22,303.0,Partner discrepancy noted
Gujranwala,Shelter,2025-12-01,1620.0,1572.0,Red Crescent,Shelter Support,1081,Low,PK-GUJ,units,Mobile App,2025-12-18,48.0,Pending review
Sargodha,Food,2025-11-01,4417.0,3317.0,Private Donor,Nutrition Program,1080,Low,PK-SAR,kg,Survey,2025-11-01,1100.0,Partner discrepancy noted
Sialkot,Hygiene,2025-10-01,1127.0,597.0,Local Fund,WASH Program,2636,Low,PK-SIA,kits,Survey,2025-10-20,530.0,Partner discrepancy noted
Peshawar,Clothing,2026-09-01,4661.0,4532.0,UNICEF,Winter Aid,2934,Medium,PK-PES,pieces,Mobile App,2026-09-12,129.0,Field verified
Hyderabad,Food,2026-06-01,468.0,425.0,Private Donor,Nutrition Program,589,High,PK-HYD,kg,Mobile App,2026-06-12,43.0,Partner discrepancy noted
Karachi,Water,2025-03-01,4042.0,1406.0,UNICEF,WASH Program,639,High,PK-KAR,liters,Manual Entry,2025-03-24,2636.0,Field verified
Sialkot,Food,2024-01-01,4681.0,3889.0,UNHCR,Nutrition Program,1302,Medium,PK-SIA,kg,Partner Report,2024-01-05,792.0,Field verified
Hyderabad,Food,2026-12-01,1872.0,2052.0,UNICEF,Nutrition Program,2937,Medium,PK-HYD,kg,Mobile App,2026-12-18,-180.0,Pending review
Sialkot,Medicine,2026-12-01,3067.0,2480.0,Private Donor,Health Support,1728,High,PK-SIA,kits,Mobile App,2026-12-04,587.0,
Rawalpindi,Water,2024-07-01,1724.0,1380.0,Local Fund,WASH Program,920,Low,PK-RAW,liters,Mobile App,2024-07-15,344.0,
Faisalabad,Hygiene,2026-07-01,1030.0,761.0,Private Donor,WASH Program,1856,High,PK-FAI,kits,Survey,2026-07-04,269.0,Reported by district office
Hyderabad,Medicine,2024-04-01,3140.0,2661.0,UNHCR,Health Support,2563,High,PK-HYD,kits,Manual Entry,2024-04-02,479.0,Partner discrepancy noted
Faisalabad,Hygiene,2026-02-01,4220.0,3437.0,UNICEF,WASH Program,211,Medium,PK-FAI,kits,Manual Entry,2026-02-06,783.0,
Quetta,Hygiene,2026-11-01,1829.0,1798.0,UNICEF,WASH Program,2200,Low,PK-QUE,kits,Survey,2026-11-09,31.0,Reported by district office
Hyderabad,Clothing,2026-01-01,3820.0,4249.0,Local Fund,Winter Aid,869,Medium,PK-HYD,pieces,Survey,2026-01-06,-429.0,Pending review
Sialkot,Clothing,2024-06-01,645.0,664.0,WFP,Winter Aid,2263,Medium,PK-SIA,pieces,Manual Entry,2024-06-16,-19.0,Partner discrepancy noted
Bahawalpur,Shelter,2026-08-01,839.0,631.0,UNHCR,Shelter Support,964,Low,PK-BAH,units,Mobile App,2026-08-04,208.0,Pending review
Sargodha,Medicine,2025-03-01,4329.0,4909.0,Private Donor,Health Support,2189,High,PK-SAR,kits,Partner Report,2025-03-20,-580.0,
Multan,Water,2024-03-01,3701.0,3465.0,Local Fund,WASH Program,668,High,PK-MUL,liters,Partner Report,2024-03-03,236.0,Reported by district office
Gujranwala,Water,2024-02-01,1604.0,1538.0,Local Fund,WASH Program,920,High,PK-GUJ,liters,Survey,2024-02-13,66.0,
Hyderabad,Food,2025-12-01,3585.0,3585.0,Private Donor,Nutrition Program,872,Low,PK-HYD,kg,Mobile App,2025-12-01,-52.0,Reported by district office
Quetta,Clothing,2026-03-01,732.0,722.0,USAID,Winter Aid,2297,Low,PK-QUE,pieces,Partner Report,2026-03-17,10.0,Partner discrepancy noted
Hyderabad,Shelter,2024-02-01,838.0,709.0,UNICEF,Shelter Support,383,Medium,PK-HYD,units,Mobile App,2024-02-03,129.0,
Peshawar,Medicine,2024-08-01,685.0,,Private Donor,Health Support,1363,High,PK-PES,kits,Survey,2024-08-02,,
Quetta,Medicine,2025-10-01,,1682.0,UNICEF,Health Support,1853,Low,PK-QUE,kits,Mobile App,2025-10-19,,Reported by district office
Peshawar,Hygiene,2026-08-01,691.0,691.0,UNICEF,WASH Program,1846,High,PK-PES,kits,Partner Report,2026-08-06,0.0,Partner discrepancy noted
Faisalabad,Medicine,2025-12-01,1499.0,1312.0,Private Donor,Health Support,2404,Medium,PK-FAI,kits,Manual Entry,2025-12-07,187.0,Field verified
Quetta,Hygiene,2024-06-01,2165.0,674.0,USAID,WASH Program,66,High,PK-QUE,kits,Mobile App,2024-06-13,1491.0,Partner discrepancy noted
Multan,Food,2024-06-01,1832.0,775.0,UNICEF,Nutrition Program,2980,High,PK-MUL,kg,Survey,2024-06-10,1057.0,Field verified
Sialkot,Hygiene,2026-12-01,3000.0,2315.0,Red Crescent,WASH Program,977,Low,PK-SIA,kits,Manual Entry,2026-12-05,685.0,Reported by district office
Gujranwala,Medicine,2025-05-01,4419.0,4586.0,USAID,Health Support,874,Low,PK-GUJ,kits,Survey,2025-05-22,-167.0,Pending review
