Beneficiary_Region,Commodity_Type,Reporting_Period,HH_in_Need,Qty_Given,Programme_Category,Priority_Level,District_Code,Gap_Balance,Donor_Name,Notes,Record_ID
Sargodha,Shelter,07/01/2025,802.0,506.0,Development,Medium,PK-SAR,296,UNICEF,Reported late,REC02225
Rawalpindi,Shelter,Feb-2026,625.0,342.0,Seasonal Aid,High,PK-RAW,283,UNHCR,Reported late,REC02882
Rawalpindi,Medicine,2026/12/01,368.0,163.0,Recovery,High,PK-RAW,205,Local Fund,N/A,REC02631
Karachi,Hygiene,2026-01-01,550.0,451.0,Emergency,Low,PK-KAR,99,Govt Relief Fund,Reported late,REC02893
Faisalabad,Shelter,01/01/2026,541.0,409.0,Seasonal Aid,High,PK-FAI,132,WFP,,REC01128
Hyderabad,Hygiene,Jan-2026,837.0,676.0,Recovery,Medium,PK-HYD,161,Govt Relief Fund,Awaiting confirmation,REC01947
Gujranwala,Food,2026/07/01,324.0,156.0,Seasonal Aid,Medium,PK-GUJ,168,UNHCR,Reported late,REC01851
Faisalabad,Water,2026-10-01,726.0,331.0,Seasonal Aid,Medium,PK-FAI,395,Local Fund,,REC02775
Peshawar,Shelter,2025/07/01,590.0,178.0,Recovery,Low,PK-PES,379,Govt Relief Fund,Reported late,REC01690
Sialkot,Shelter,01/01/2025,,261.0,Seasonal Aid,High,PK-SIA,50,UNHCR,,REC00954
Multan,Water,11/01/2026,566.0,205.0,Seasonal Aid,Low,PK-MUL,361,Govt Relief Fund,Awaiting confirmation,REC00118
Rawalpindi,Medicine,2025/04/01,290.0,88.0,Recovery,High,PK-RAW,187,USAID,,REC00392
Karachi,Food,2026/05/01,,312.0,Recovery,High,PK-KAR,270,UNHCR,,REC01168
Multan,Hygiene,2025-03-01,,291.0,Development,High,PK-MUL,139,Govt Relief Fund,Verified by field officer,REC01638
Peshawar,Food,04/01/2025,665.0,681.0,Seasonal Aid,High,PK-PES,-16,UNHCR,Awaiting confirmation,REC00599
Gujranwala,Water,2026-04-01,448.0,240.0,Development,Medium,PK-GUJ,208,UNHCR,Partial delivery,REC00492
Multan,Food,2026/10/01,761.0,685.0,Seasonal Aid,Low,PK-MUL,76,Red Crescent,Awaiting confirmation,REC00615
Quetta,Food,Apr-2026,786.0,599.0,Emergency,Medium,PK-QUE,187,Red Crescent,Verified by field officer,REC00918
Karachi,Hygiene,Oct-2026,800.0,497.0,Development,Medium,PK-KAR,303,UNICEF,Delayed due to weather,REC02217
Quetta,Hygiene,2025-09-01,177.0,102.0,Recovery,Low,PK-QUE,75,Red Crescent,Delayed due to weather,REC02405
Sargodha,Clothing,03/01/2025,298.0,254.0,Emergency,Medium,PK-SAR,44,Local Fund,Reported late,REC00167
Peshwar,Medicine,2026-03-01,102.0,77.0,Seasonal Aid,Low,PK-PES,25,Local Fund,Verified by field officer,REC01904
Peshawar,Clothing,2025/03/01,446.0,152.0,Emergency,High,PK-PES,294,Local Fund,Reported late,REC00841
Peshawar,Clothing,2026/09/01,752.0,288.0,Seasonal Aid,Low,PK-PES,464,Local Fund,Delayed due to weather,REC00273
Lahore,Clothing,2025/08/01,488.0,468.0,Seasonal Aid,Low,PK-LAH,20,USAID,Partial delivery,REC02502
Quetta,Shelter,2025-10-01,309.0,251.0,Development,High,PK-QUE,58,USAID,,REC02436
Gujranwala,Clothng,2025/06/01,218.0,120.0,Development,Medium,PK-GUJ,98,UNICEF,,REC00540
Quetta,Clothing,08/01/2025,641.0,596.0,Seasonal Aid,High,PK-QUE,45,Red Crescent,Awaiting confirmation,REC02145
Sialkot,Food,2026-02-01,883.0,567.0,Recovery,High,PK-SIA,316,Red Crescent,Reported late,REC02819
Faisalabad,Food,02/01/2026,649.0,373.0,Development,Medium,PK-FAI,276,Govt Relief Fund,Partial delivery,REC01865
Lahore,Hygiene,08/01/2026,694.0,631.0,Emergency,Medium,PK-LAH,63,USAID,Delayed due to weather,REC02752
Karachi,Clothing,04/01/2025,484.0,317.0,Emergency,Low,PK-KAR,167,WFP,Partial delivery,REC01736
Sialkot,Shelter,12/01/2026,,375.0,Emergency,High,PK-SIA,506,UNHCR,Verified by field officer,REC01303
Quetta,Clothing,2025/08/01,98.0,67.0,Development,Low,PK-QUE,31,UNICEF,Delayed due to weather,REC00062
Multan,Food,2026-04-01,664.0,533.0,Emergency,High,PK-MUL,156,UNHCR,Delayed due to weather,REC00780
Faisalabad,Clothing,02/01/2025,790.0,592.0,Emergency,Medium,PK-FAI,198,Red Crescent,Delayed due to weather,REC00689
Peshawar,Water,2025-07-01,757.0,793.0,Recovery,,,-36,USAID,Verified by field officer,REC02345
Multan,Medcine,Jun-2025,362.0,272.0,Development,Low,PK-MUL,90,Govt Relief Fund,Awaiting confirmation,REC02496
Faisalabad,Food,2025-04-01,472.0,334.0,Emergency,Low,PK-FAI,138,Local Fund,Delayed due to weather,REC01399
Bahawalpur,Shelter,2025/12/01,471.0,258.0,Development,,,213,USAID,Delayed due to weather,REC01062
Gujranwala,Clothing,2026/01/01,109.0,78.0,Development,Low,PK-GUJ,31,UNHCR,,REC02619
Faisalabad,Hygiene,2026-12-01,721.0,519.0,Seasonal Aid,High,PK-FAI,202,USAID,Delayed due to weather,REC02069
Rawalpindi,Food,05/01/2026,780.0,543.0,Development,High,PK-RAW,237,USAID,Awaiting confirmation,REC02875
Sialkot,Medicine,2026/07/01,424.0,275.0,Emergency,Medium,PK-SIA,149,USAID,Reported late,REC01753
Multan,Water,Jun-2026,80.0,35.0,Development,High,PK-MUL,45,USAID,Partial delivery,REC02190
Rawalpindi,Medicine,2025-12-01,779.0,364.0,Development,High,PK-RAW,415,UNHCR,Reported late,REC00579
Rawalpindi,Medicine,02/01/2026,544.0,240.0,Recovery,Low,PK-RAW,304,UNHCR,Verified by field officer,REC00778
Bahawalpur,Hygiene,Dec-2026,481.0,191.0,Emergency,High,PK-BAH,290,Red Crescent,Partial delivery,REC00293
Hyderabad,Water,2026-09-01,797.0,,Development,High,PK-HYD,223,Local Fund,Reported late,REC00460
Rawalpindi,Food,2026-09-01,866.0,734.0,Seasonal Aid,Medium,,132,Red Crescent,Awaiting confirmation,REC00035
Sargodha,Food,02/01/2026,365.0,346.0,Development,High,PK-SAR,19,WFP,,REC01288
Bahawalpur,Medicine,05/01/2025,755.0,690.0,Seasonal Aid,High,PK-BAH,65,UNHCR,Verified by field officer,REC00543
Karachi,Medicine,Apr-2025,331.0,332.0,Recovery,Medium,PK-KAR,-1,Red Crescent,Delayed due to weather,REC02611
Quetta,Hygiene,2025-04-01,99.0,103.0,Seasonal Aid,Medium,PK-QUE,-4,Govt Relief Fund,,REC00998
Rawalpindi,Hygiene,11/01/2026,765.0,736.0,Seasonal Aid,Low,PK-RAW,29,USAID,Reported late,REC00257
Sargodha,Clothing,2025/07/01,468.0,407.0,Recovery,Low,PK-SAR,61,Red Crescent,,REC00371
Sialkot,Food,01/01/2025,609.0,606.0,Seasonal Aid,Low,PK-SIA,3,Local Fund,Awaiting confirmation,REC00081
Gujranwala,Food,Aug-2025,479.0,361.0,Development,Low,PK-GUJ,118,USAID,Delayed due to weather,REC01358
Multan,Medicine,2026-09-01,271.0,82.0,Development,High,PK-MUL,189,UNHCR,N/A,REC00497
Hyderabad,Food,May-2025,766.0,739.0,Seasonal Aid,Low,PK-HYD,27,USAID,Awaiting confirmation,REC00729
Hyderabad,Water,2026-02-01,841.0,704.0,Emergency,High,PK-HYD,137,Local Fund,Partial delivery,REC01022
Sialkot,Medicine,09/01/2025,740.0,,Development,Medium,PK-SIA,118,WFP,Reported late,REC01687
Sargodha,Medicine,2026-10-01,782.0,807.0,Development,High,PK-SAR,-25,UNICEF,Awaiting confirmation,REC00446
Gujranwala,Clothing,Oct-2025,647.0,362.0,Seasonal Aid,Low,PK-GUJ,285,Local Fund,Delayed due to weather,REC01742
Lahore,Clothing,04/01/2026,608.0,443.0,Emergency,High,PK-LAH,165,Local Fund,,REC02175
Rawalpindi,Shelter,2025/04/01,102.0,68.0,Seasonal Aid,Medium,,34,Local Fund,N/A,REC01395
Rawalpindi,Food,2025-08-01,215.0,76.0,Emergency,High,PK-RAW,139,Red Crescent,N/A,REC02536
Peshawar,Clothing,2026-11-01,770.0,345.0,Development,Low,PK-PES,425,Local Fund,Verified by field officer,REC00517
Karachi,Clothing,09/01/2025,727.0,304.0,Seasonal Aid,Medium,PK-KAR,423,USAID,Verified by field officer,REC01564
Quetta,Food,2025/05/01,845.0,786.0,Emergency,High,PK-QUE,59,UNHCR,,REC01369
Hyderabad,Hygiene,May-2026,665.0,325.0,Seasonal Aid,Medium,PK-HYD,340,UNICEF,Reported late,REC01009
Rawalpindi,Food,Jun-2026,322.0,102.0,Emergency,Low,PK-RAW,220,Govt Relief Fund,N/A,REC01557
Faisalabad,Water,Oct-2026,480.0,314.0,Seasonal Aid,Medium,PK-FAI,166,Red Crescent,Reported late,REC00433
Multan,Medicine,08/01/2025,199.0,177.0,Emergency,Low,PK-MUL,22,Red Crescent,,REC02967
Karachi,Hygiene,2026-09-01,565.0,287.0,Recovery,Low,PK-KAR,278,Local Fund,Reported late,REC00276
Sialkot,Shelter,07/01/2026,361.0,224.0,,Low,PK-SIA,137,Govt Relief Fund,Awaiting confirmation,REC01047
Bahawalpur,Hygiene,2025-02-01,651.0,212.0,Emergency,Low,PK-BAH,439,Govt Relief Fund,Partial delivery,REC03000
Faisalabad,Clothing,2026-11-01,121.0,121.0,Seasonal Aid,Medium,PK-FAI,0,Red Crescent,N/A,REC00282
Sialkot,Food,03/01/2026,413.0,194.0,Development,Low,PK-SIA,181,WFP,Delayed due to weather,REC01937
Sialkot,Clothing,10/01/2025,478.0,272.0,Recovery,Low,PK-SIA,206,UNICEF,Verified by field officer,REC02131
Sargodha,Hygiene,Sep-2026,792.0,327.0,Development,Medium,PK-SAR,465,Local Fund,Verified by field officer,REC00646
Sialkot,Food,2026-09-01,737.0,700.0,Emergency,High,PK-SIA,37,Govt Relief Fund,Verified by field officer,REC01945
Hyderabad,Food,01/01/2025,677.0,229.0,Seasonal Aid,Low,PK-HYD,448,Local Fund,Verified by field officer,REC02860
Rawalpindi,Hygiene,2025-04-01,828.0,809.0,Recovery,Low,PK-RAW,19,Govt Relief Fund,N/A,REC02625
Peshawar,Water,Jan-2026,692.0,560.0,Recovery,High,PK-PES,132,USAID,Delayed due to weather,REC02248
Bahawalpur,Water,2026-07-01,419.0,182.0,Seasonal Aid,High,PK-BAH,237,UNHCR,Partial delivery,REC02533
Quetta,Medicine,Dec-2025,518.0,246.0,,Medium,PK-QUE,272,Local Fund,,REC00039
Hyderabad,Food,2026-06-01,768.0,795.0,Recovery,Low,PK-HYD,-27,Red Crescent,Verified by field officer,REC00336
Faisalabad,Medicine,2025-07-01,650.0,499.0,Recovery,Medium,PK-FAI,151,UNHCR,Delayed due to weather,REC01158
Gujranwala,Clothng,2026/01/01,545.0,174.0,Development,Low,PK-GUJ,371,UNHCR,Awaiting confirmation,REC00541
Sargodha,Clothing,2026-08-01,533.0,212.0,Emergency,Medium,PK-SAR,321,Red Crescent,Awaiting confirmation,REC00943
Rawalpindi,Water,2025/04/01,251.0,97.0,Emergency,Low,PK-RAW,154,Red Crescent,Awaiting confirmation,REC00383
Sialkot,Water,Aug-2025,616.0,617.0,Development,Medium,PK-SIA,-1,Local Fund,Awaiting confirmation,REC02417
Peshawar,Clothing,2026-06-01,661.0,397.0,Emergency,Medium,PK-PES,264,USAID,Verified by field officer,REC00885
Peshawar,Clothing,2026-06-01,248.0,,Seasonal Aid,Low,PK-PES,150,UNHCR,Verified by field officer,REC00240
Sialkot,Water,2026/03/01,227.0,190.0,Recovery,Low,PK-SIA,37,Local Fund,Partial delivery,REC02481
Rawalpindi,Medicine,2026/05/01,347.0,292.0,Seasonal Aid,High,PK-RAW,55,Local Fund,N/A,REC01721
Faisalabad,Clothing,2025/07/01,711.0,531.0,Recovery,High,PK-FAI,180,WFP,N/A,REC02462
Bahawalpur,Shelter,2026/08/01,524.0,231.0,Development,Medium,PK-BAH,293,USAID,,REC01177
Multan,Shelter,2026/06/01,460.0,,Recovery,Low,PK-MUL,8,Govt Relief Fund,Partial delivery,REC01981
Multan,Food,02/01/2025,480.0,246.0,Development,Low,PK-MUL,234,WFP,Awaiting confirmation,REC02763
Gujranwala,Hygiene,2025/08/01,340.0,274.0,Emergency,High,PK-GUJ,66,UNHCR,Reported late,REC02237
Peshawar,Medicine,2026-10-01,540.0,379.0,Seasonal Aid,High,PK-PES,161,Govt Relief Fund,Verified by field officer,REC02300
Peshawar,Hygiene,07/01/2025,501.0,156.0,Seasonal Aid,Medium,PK-PES,345,USAID,Delayed due to weather,REC01802
Bahawalpur,Food,2025-04-01,550.0,453.0,Emergency,High,PK-BAH,97,UNHCR,,REC01325
Sargodha,Clothing,2025/07/01,246.0,226.0,Emergency,Medium,PK-SAR,20,Govt Relief Fund,Delayed due to weather,REC01417
Quetta,Hygiene,2025/12/01,300.0,,,Low,,109,UNHCR,,REC00243
Lahore,Clothing,Jan-2025,600.0,611.0,Seasonal Aid,Low,PK-LAH,8,USAID,Partial delivery,REC02394
Faisalabad,Hygiene,2026/03/01,,466.0,Recovery,Low,PK-FAI,311,Red Crescent,Verified by field officer,REC00569
Gujranwala,Medicine,01/01/2026,580.0,362.0,Recovery,High,,218,USAID,Delayed due to weather,REC02218
Peshawar,Shelter,11/01/2026,386.0,256.0,Seasonal Aid,Medium,PK-PES,101,Local Fund,Verified by field officer,REC00218
Quetta,Water,Nov-2026,368.0,236.0,Seasonal Aid,High,PK-QUE,132,Local Fund,Verified by field officer,REC00649
Sialkot,Shelter,2025-09-01,278.0,219.0,Seasonal Aid,Medium,PK-SIA,83,UNHCR,Delayed due to weather,REC01989
Quetta,Medicine,03/01/2025,457.0,396.0,Seasonal Aid,Low,PK-QUE,61,Govt Relief Fund,Verified by field officer,REC01639
Bahawalpur,Hygiene,2025-03-01,441.0,369.0,Recovery,High,PK-BAH,72,WFP,Reported late,REC01190
Hyderabad,Water,08/01/2025,864.0,740.0,,Low,PK-HYD,124,USAID,Partial delivery,REC01726
Karachi,Water,04/01/2025,83.0,57.0,Seasonal Aid,High,PK-KAR,26,Red Crescent,Reported late,REC00757
Quetta,Shelter,05/01/2025,704.0,283.0,Recovery,Low,PK-QUE,421,Local Fund,Delayed due to weather,REC00146
Rawalpindi,Clothing,2025-11-01,805.0,722.0,Seasonal Aid,High,PK-RAW,83,WFP,Partial delivery,REC00289
Faisalabad,Medicine,Nov-2025,715.0,660.0,Recovery,High,PK-FAI,55,Red Crescent,Reported late,REC02799
Peshawar,Clothing,2026/06/01,282.0,171.0,Development,Low,PK-PES,111,Red Crescent,Partial delivery,REC00560
Peshawar,Water,Apr-2025,749.0,401.0,Development,Medium,PK-PES,348,USAID,Delayed due to weather,REC00059
Peshawar,Food,Aug-2026,758.0,647.0,Emergency,Low,PK-PES,111,WFP,Reported late,REC01671
Lahore,Shelter,2026-03-01,606.0,224.0,Development,Medium,PK-LAH,354,Red Crescent,Verified by field officer,REC02828
Sargodha,Medicine,2026/05/01,740.0,297.0,Recovery,Medium,PK-SAR,443,USAID,Verified by field officer,REC00221
Rawalpindi,Food,Jun-2025,265.0,191.0,Development,Low,PK-RAW,74,Local Fund,Verified by field officer,REC00232
Faisalabad,Medicine,Nov-2026,110.0,36.0,Emergency,Medium,PK-FAI,74,Local Fund,Awaiting confirmation,REC00926
Peshawar,Water,2025/07/01,615.0,205.0,Recovery,High,PK-PES,410,Local Fund,Reported late,REC02610
Karachi,Medicine,2026/11/01,561.0,482.0,Emergency,Low,PK-KAR,79,Local Fund,,REC00147
Hyderabad,Medicine,04/01/2025,101.0,85.0,Recovery,High,PK-HYD,16,UNHCR,Verified by field officer,REC01282
Bahawalpur,Hygiene,2026-10-01,702.0,417.0,Seasonal Aid,High,PK-BAH,285,Local Fund,,REC01541
Sargodha,Food,Oct-2026,402.0,412.0,Recovery,Low,PK-SAR,-10,USAID,Awaiting confirmation,REC00084
Karachi,Medicine,Nov-2025,408.0,384.0,Seasonal Aid,Low,PK-KAR,24,USAID,Awaiting confirmation,REC02023
Sargodha,Hygiene,2026/10/01,523.0,328.0,Seasonal Aid,High,PK-SAR,195,WFP,Verified by field officer,REC01717
Sialkot,Medicine,Feb-2025,540.0,,Recovery,Low,PK-SIA,326,Red Crescent,,REC00244
Karachi,Hygiene,2026/05/01,850.0,695.0,Development,Low,PK-KAR,155,Red Crescent,Partial delivery,REC00771
Lahore,Shelter,Sep-2026,555.0,563.0,Recovery,High,PK-LAH,-8,USAID,Verified by field officer,REC01077
Multan,Water,01/01/2025,700.0,,Emergency,High,PK-MUL,392,Local Fund,Verified by field officer,REC01292
Lahore,Hygiene,2025/03/01,578.0,288.0,Seasonal Aid,Medium,PK-LAH,290,Local Fund,,REC02349
Lahore,Clothing,2025/01/01,866.0,514.0,Seasonal Aid,High,PK-LAH,352,USAID,,REC02279
Peshawar,Water,2025-01-01,135.0,99.0,Recovery,Low,PK-PES,36,WFP,Delayed due to weather,REC00182
Karachi,Clothing,09/01/2025,681.0,310.0,Recovery,High,PK-KAR,371,USAID,Reported late,REC00795
Lahore,Shelter,2025-02-01,179.0,122.0,Recovery,Low,PK-LAH,57,WFP,Reported late,REC02073
Multan,Water,09/01/2025,467.0,459.0,Development,,PK-MUL,8,UNICEF,N/A,REC01800
Sargodha,Medicine,2026-12-01,717.0,346.0,Development,Medium,PK-SAR,371,UNICEF,,REC00576
Multan,Medicine,May-2026,230.0,167.0,Seasonal Aid,High,PK-MUL,63,UNHCR,N/A,REC02469
Gujranwala,Food,2025-02-01,327.0,203.0,Emergency,Low,PK-GUJ,124,USAID,,REC02207
Sargodha,Food,2025-12-01,781.0,315.0,Development,Medium,PK-SAR,466,Govt Relief Fund,Verified by field officer,REC01132
Multan,Water,2025-11-01,807.0,828.0,Emergency,High,PK-MUL,-21,USAID,Delayed due to weather,REC01976
Gujranwala,Hygiene,2026/01/01,800.0,704.0,Development,Low,PK-GUJ,96,Govt Relief Fund,N/A,REC02976
Gujranwala,Food,Sep-2026,870.0,594.0,Emergency,Low,PK-GUJ,276,WFP,Reported late,REC01206
Rawalpindi,medicine,2026-09-01,715.0,431.0,Seasonal Aid,Low,PK-RAW,284,UNHCR,Reported late,REC02210
Multan,Food,2026/01/01,767.0,356.0,Development,High,PK-MUL,411,Local Fund,Delayed due to weather,REC00304
Quetta,Hygiene,2026-05-01,663.0,259.0,Development,High,PK-QUE,404,USAID,Verified by field officer,REC01828
Gujranwala,Hygiene,Oct-2025,825.0,377.0,Development,Low,PK-GUJ,448,UNICEF,N/A,REC01768
Quetta,Shelter,2025-02-01,157.0,81.0,Development,Medium,PK-QUE,69,USAID,Delayed due to weather,REC02043
Faisalabad,Clothing,2026-04-01,847.0,421.0,Development,Low,PK-FAI,426,UNHCR,,REC01709
Sargodha,Hygiene,10/01/2026,890.0,891.0,Recovery,High,PK-SAR,-1,UNHCR,Delayed due to weather,REC00786
Gujranwala,Food,Aug-2025,307.0,284.0,Development,Medium,PK-GUJ,23,USAID,Reported late,REC01867
Faisalabad,Water,2026/10/01,608.0,418.0,Development,Low,PK-FAI,190,WFP,Partial delivery,REC00212
Gujranwala,Hygiene,08/01/2026,809.0,394.0,Development,Medium,PK-GUJ,415,WFP,N/A,REC00548
Rawalpindi,Shelter,Nov-2025,197.0,106.0,Development,High,PK-RAW,91,WFP,,REC02027
Peshawar,Food,2025/08/01,482.0,483.0,Seasonal Aid,Medium,PK-PES,-1,USAID,Delayed due to weather,REC02465
Karachi,Medicine,2025/01/01,590.0,461.0,Recovery,Medium,PK-KAR,129,UNICEF,Verified by field officer,REC01226
Lahore,Clothing,2025-05-01,750.0,531.0,Seasonal Aid,Medium,PK-LAH,188,UNICEF,Awaiting confirmation,REC02490
Sialkot,Clothing,2025-04-01,752.0,411.0,Emergency,Medium,PK-SIA,341,Red Crescent,,REC01357
Faisalabad,Hygiene,07/01/2025,358.0,126.0,Recovery,Low,PK-FAI,232,UNICEF,Partial delivery,REC02059
Faisalabad,Clothing,09/01/2025,879.0,581.0,Seasonal Aid,Low,PK-FAI,298,USAID,Partial delivery,REC00571
Gujranwala,Shelter,Apr-2025,747.0,566.0,Recovery,Low,PK-GUJ,174,USAID,N/A,REC00465
Sargodha,Clothing,2025/04/01,166.0,137.0,Development,Low,PK-SAR,29,USAID,N/A,REC01806
Lahore,Hygiene,2025/10/01,893.0,568.0,Development,High,PK-LAH,325,Govt Relief Fund,Verified by field officer,REC01401
Bahawalpur,Shelter,05/01/2026,436.0,343.0,Emergency,Medium,PK-BAH,93,WFP,Verified by field officer,REC02651
Karachi,Medicine,04/01/2025,385.0,134.0,Emergency,High,PK-KAR,251,USAID,Awaiting confirmation,REC01464
Rawalpindi,Food,Jan-2025,244.0,226.0,Development,,PK-RAW,18,Govt Relief Fund,Awaiting confirmation,REC02557
Quetta,Hygiene,04/01/2025,387.0,264.0,Emergency,Medium,PK-QUE,123,WFP,Verified by field officer,REC00117
Gujranwala,Food,2025-03-01,486.0,330.0,Emergency,High,PK-GUJ,156,Govt Relief Fund,N/A,REC00461
Quetta,Food,Mar-2026,829.0,558.0,Development,Medium,PK-QUE,276,USAID,Awaiting confirmation,REC01440
Gujranwala,Clothing,Jul-2025,284.0,224.0,Recovery,Low,PK-GUJ,60,UNICEF,Delayed due to weather,REC00621
Faisalabad,Food,2026/05/01,811.0,801.0,Emergency,Low,PK-FAI,10,USAID,Partial delivery,REC01572
Bahawalpur,Shelter,2025/06/01,600.0,578.0,Seasonal Aid,Low,PK-BAH,22,Red Crescent,N/A,REC02063
Sialkot,Water,2025/06/01,414.0,132.0,Seasonal Aid,Low,PK-SIA,282,UNHCR,Partial delivery,REC01866
Gujranwala,hygiene,2026/10/01,696.0,,Recovery,High,PK-GUJ,220,UNHCR,Partial delivery,REC00978
Peshawar,Medicine,04/01/2026,265.0,245.0,Development,Medium,PK-PES,20,Red Crescent,Delayed due to weather,REC01382
Karachi,Water,2025/09/01,210.0,101.0,Emergency,Low,PK-KAR,109,Govt Relief Fund,Awaiting confirmation,REC01740
Sargodha,Food,2026/07/01,485.0,391.0,Recovery,Low,PK-SAR,94,USAID,,REC00712
Peshawar,Medicine,Jan-2025,758.0,340.0,Recovery,High,PK-PES,418,WFP,N/A,REC01670
Peshawar,Hygiene,06/01/2025,369.0,,Recovery,Medium,PK-PES,2,USAID,N/A,REC02085
Faisalabad,Shelter,2026/10/01,511.0,395.0,Development,High,PK-FAI,116,Govt Relief Fund,Awaiting confirmation,REC00405
Faisalabad,Water,2025-02-01,293.0,158.0,Seasonal Aid,Medium,PK-FAI,135,UNICEF,Awaiting confirmation,REC00430
Peshawar,Medicine,Jun-2026,740.0,726.0,Emergency,Medium,PK-PES,14,Red Crescent,Awaiting confirmation,REC02647
Quetta,Shelter,Jun-2025,172.0,130.0,Recovery,High,PK-QUE,42,WFP,Reported late,REC02732
Lahore,Medicine,Oct-2026,240.0,83.0,Development,High,PK-LAH,157,Govt Relief Fund,Awaiting confirmation,REC00518
Gujranwala,Water,2026-12-01,513.0,324.0,Recovery,,PK-GUJ,189,USAID,Partial delivery,REC02250
Peshawar,Hygiene,2025/10/01,629.0,411.0,Seasonal Aid,High,PK-PES,206,USAID,N/A,REC00769
Multan,Medicine,05/01/2025,778.0,523.0,Seasonal Aid,Medium,PK-MUL,255,WFP,,REC02769
Multan,Medicine,Mar-2025,294.0,262.0,Emergency,Low,PK-MUL,32,Govt Relief Fund,Awaiting confirmation,REC00046
Multan,Hygiene,2026/11/01,132.0,83.0,Emergency,Medium,PK-MUL,49,USAID,Awaiting confirmation,REC02115
Multan,Hygiene,Jan-2026,359.0,291.0,Development,Medium,PK-MUL,68,UNICEF,,REC00467
Sialkot,Water,Jun-2026,842.0,829.0,Seasonal Aid,,PK-SIA,13,UNICEF,Awaiting confirmation,REC01634
Sialkot,Water,10/01/2026,197.0,159.0,Seasonal Aid,High,PK-SIA,38,UNHCR,Partial delivery,REC02380
Sargodha,Clothing,2026/05/01,716.0,682.0,Recovery,Low,,34,Govt Relief Fund,Delayed due to weather,REC02605
Multan,Hygiene,2026-10-01,474.0,,Development,Low,PK-MUL,237,Local Fund,Verified by field officer,REC02975
Karachi,Clothing,2025-02-01,750.0,629.0,Seasonal Aid,Medium,PK-KAR,121,Local Fund,Awaiting confirmation,REC00810
Sargodha,Shelter,05/01/2025,246.0,232.0,Recovery,Medium,PK-SAR,14,UNICEF,,REC00690
Karachi,Shelter,01/01/2026,664.0,471.0,Development,High,PK-KAR,193,USAID,Verified by field officer,REC02058
Faisalabad,Water,Nov-2026,662.0,,Emergency,High,PK-FAI,106,USAID,Delayed due to weather,REC00758
Lahore,Clothing,09/01/2025,135.0,51.0,Development,Medium,PK-LAH,84,USAID,Delayed due to weather,REC02036
Peshawar,Hygiene,06/01/2026,265.0,252.0,Emergency,Low,PK-PES,13,WFP,Partial delivery,REC01489
Rawalpindi,Water,2026-10-01,872.0,387.0,Seasonal Aid,Medium,PK-RAW,485,Govt Relief Fund,Verified by field officer,REC00753
Quetta,Food,09/01/2026,454.0,290.0,Seasonal Aid,High,PK-QUE,164,UNHCR,Verified by field officer,REC02357
Sialkot,Hygiene,03/01/2026,562.0,505.0,Emergency,Medium,PK-SIA,57,USAID,Delayed due to weather,REC00307
Peshawar,Shelter,04/01/2026,315.0,222.0,Recovery,Medium,PK-PES,93,UNHCR,,REC00482
Hyderabad,Medicine,2026/09/01,690.0,394.0,Seasonal Aid,High,PK-HYD,296,WFP,Reported late,REC00162
Multan,Medicine,04/01/2025,258.0,252.0,Seasonal Aid,High,PK-MUL,6,WFP,Partial delivery,REC01291
Rawalpindi,Clothing,03/01/2025,660.0,595.0,Recovery,High,PK-RAW,65,Govt Relief Fund,Partial delivery,REC00923
Sargodha,Food,2026-08-01,435.0,340.0,Development,,PK-SAR,102,USAID,Reported late,REC02514
Peshawar,Medicine,09/01/2026,519.0,180.0,Emergency,Low,PK-PES,339,Govt Relief Fund,Partial delivery,REC00852
Multan,Clothing,2026-08-01,878.0,833.0,Recovery,Medium,PK-MUL,45,Govt Relief Fund,Awaiting confirmation,REC00449
Lahore,Shelter,Jul-2026,438.0,333.0,Emergency,High,PK-LAH,105,UNHCR,Reported late,REC01920
Lahore,Medicine,2026/05/01,806.0,462.0,Emergency,Low,PK-LAH,344,Local Fund,Awaiting confirmation,REC00652
Sargodha,Food,2025-12-01,697.0,573.0,Development,Medium,PK-SAR,124,Red Crescent,Verified by field officer,REC01186
Rawalpindi,Water,10/01/2026,848.0,449.0,Development,High,PK-RAW,399,Local Fund,N/A,REC02277
Peshawar,Medicine,2026-06-01,263.0,202.0,Recovery,Low,PK-PES,61,UNICEF,Partial delivery,REC02960
Multan,Medicine,04/01/2025,554.0,264.0,Development,High,PK-MUL,290,Govt Relief Fund,N/A,REC02044
